Name Math Java DS Average Total
张三492 16 63 42 0 0
张三243 16 16 45 0 0
张三600 7 19 18 0 0
张三648 37 25 58 0 0
张三164 52 49 38 0 0
张三274 42 37 3 0 0
张三924 54 21 9 0 0
张三801 5 47 50 0 0
张三458 91 78 30 0 0
张三764 82 60 81 0 0
张三506 91 96 4 0 0
张三892 87 50 35 0 0
张三963 18 88 57 0 0
张三422 23 5 31 0 0
张三200 98 46 78 0 0
张三150 92 88 25 0 0
张三617 36 96 75 0 0
张三283 74 91 93 0 0
张三600 32 18 93 0 0
张三344 56 53 7 0 0
张三275 55 38 48 0 0
张三699 39 60 75 0 0
张三737 57 14 92 0 0
张三462 58 46 45 0 0
张三652 55 57 67 0 0
张三832 93 82 93 0 0
张三398 63 70 60 0 0
张三141 58 8 63 0 0
张三150 94 86 49 0 0
张三147 92 46 4 0 0
张三578 50 49 87 0 0
张三358 96 100 46 0 0
张三57 73 68 85 0 0
张三420 77 25 88 0 0
张三560 11 15 90 0 0
张三864 10 49 10 0 0
张三633 47 84 54 0 0
张三734 18 33 21 0 0
张三124 72 9 52 0 0
张三885 25 41 0 0 0
张三567 8 9 92 0 0
张三995 51 48 7 0 0
张三385 27 12 18 0 0
张三563 43 85 58 0 0
张三320 93 76 25 0 0
张三440 53 35 96 0 0
张三757 41 11 96 0 0
张三664 17 6 7 0 0
张三841 75 71 57 0 0
张三655 7 38 54 0 0
张三554 38 50 21 0 0
张三30 29 39 23 0 0
张三166 84 36 27 0 0
张三595 17 60 31 0 0
张三707 62 85 35 0 0
张三289 37 27 11 0 0
张三391 100 6 9 0 0
张三110 100 14 79 0 0
张三124 25 15 13 0 0
张三322 41 22 67 0 0
张三535 82 43 94 0 0
张三468 29 80 56 0 0
张三168 20 41 16 0 0
张三976 9 9 52 0 0
张三764 70 16 5 0 0
张三394 70 6 90 0 0
张三770 30 75 84 0 0
张三540 29 15 49 0 0
张三512 18 73 6 0 0
张三100 45 33 33 0 0
张三668 94 84 56 0 0
张三465 13 43 31 0 0
张三969 7 55 31 0 0
张三828 2 64 68 0 0
张三277 77 96 43 0 0
张三848 33 94 12 0 0
张三454 79 15 10 0 0
张三393 18 44 3 0 0
张三686 94 27 8 0 0
张三165 5 22 10 0 0
张三163 62 64 24 0 0
张三231 94 99 28 0 0
张三285 32 79 10 0 0
张三753 10 64 92 0 0
张三798 10 25 48 0 0
张三448 89 72 49 0 0
张三521 34 50 58 0 0
张三558 59 6 30 0 0
张三577 37 26 24 0 0
张三380 53 34 92 0 0
张三283 80 23 16 0 0
张三624 93 31 44 0 0
张三117 59 88 23 0 0
张三148 95 82 81 0 0
张三413 20 70 36 0 0
张三846 34 97 54 0 0
张三701 34 51 43 0 0
张三726 33 2 87 0 0
张三850 22 18 29 0 0
张三470 67 93 9 0 0
张三423 24 11 84 0 0
张三1 10 45 53 0 0
张三903 61 48 64 0 0
张三850 72 39 43 0 0
张三710 28 80 67 0 0
张三352 74 45 80 0 0
张三149 14 51 13 0 0
张三962 84 52 93 0 0
张三725 52 53 34 0 0
张三221 11 59 3 0 0
张三461 17 9 19 0 0
张三162 13 55 48 0 0
张三148 57 18 79 0 0
张三189 79 53 21 0 0
张三670 11 47 8 0 0
张三710 87 61 69 0 0
张三835 34 58 71 0 0
张三67 58 99 17 0 0
张三348 59 98 29 0 0
张三540 44 95 28 0 0
张三858 54 95 5 0 0
张三473 17 26 28 0 0
张三224 50 37 34 0 0
张三786 67 88 21 0 0
张三422 52 31 44 0 0
张三432 8 86 15 0 0
张三734 65 49 88 0 0
张三563 60 15 3 0 0
张三161 86 39 91 0 0
张三461 50 59 80 0 0
张三186 48 41 18 0 0
张三499 52 5 96 0 0
张三317 27 32 45 0 0
张三677 60 88 70 0 0
张三70 28 97 96 0 0
张三525 65 87 16 0 0
张三290 28 95 99 0 0
张三391 75 49 48 0 0
张三986 40 84 53 0 0
张三416 1 12 82 0 0
张三74 15 95 13 0 0
张三720 9 42 42 0 0
张三704 7 91 32 0 0
张三588 88 20 33 0 0
张三67 65 47 31 0 0
张三694 7 34 51 0 0
张三854 22 29 77 0 0
张三643 47 70 28 0 0
张三767 7 70 76 0 0
张三371 37 2 47 0 0
张三747 85 54 43 0 0
张三180 26 19 64 0 0
张三836 5 82 81 0 0
张三456 75 50 23 0 0
张三816 36 52 73 0 0
张三345 46 72 66 0 0
张三53 68 98 8 0 0
张三921 27 10 43 0 0
张三197 58 56 62 0 0
张三646 16 65 3 0 0
张三642 35 66 0 0 0
张三132 49 20 25 0 0
张三931 67 19 6 0 0
张三518 61 34 74 0 0
张三476 96 0 18 0 0
张三977 99 96 44 0 0
张三299 62 14 46 0 0
张三144 23 12 8 0 0
张三665 85 58 6 0 0
张三503 89 63 62 0 0
张三787 79 3 74 0 0
张三21 68 11 58 0 0
张三19 5 4 59 0 0
张三550 70 98 64 0 0
张三173 0 20 52 0 0
张三797 67 26 88 0 0
张三895 31 35 100 0 0
张三894 18 23 41 0 0
张三248 62 26 88 0 0
张三844 87 38 59 0 0
张三914 38 81 64 0 0
张三392 48 11 73 0 0
张三671 18 89 21 0 0
张三95 58 31 22 0 0
张三68 14 57 10 0 0
张三631 30 42 48 0 0
张三441 12 17 75 0 0
张三633 39 100 88 0 0
张三696 97 18 10 0 0
张三581 40 66 94 0 0
张三507 92 35 1 0 0
张三536 72 90 15 0 0
张三845 89 41 81 0 0
张三754 5 32 43 0 0
张三3 36 4 10 0 0
张三468 28 16 82 0 0
张三509 3 16 0 0 0
张三362 89 14 9 0 0
张三614 38 79 87 0 0
张三535 42 11 60 0 0
张三242 92 74 55 0 0
张三983 66 96 96 0 0
张三571 79 25 76 0 0
张三885 45 64 87 0 0
张三659 88 7 76 0 0
张三230 38 63 11 0 0
张三771 66 62 84 0 0
张三569 76 78 34 0 0
张三309 44 42 6 0 0
张三924 49 54 30 0 0
张三530 74 69 30 0 0
张三150 0 18 67 0 0
张三426 91 97 56 0 0
张三269 21 15 53 0 0
张三464 33 9 9 0 0
张三573 1 95 19 0 0
张三65 71 89 87 0 0
张三533 8 11 5 0 0
张三1 27 35 21 0 0
张三783 83 14 37 0 0
张三113 5 35 92 0 0
张三736 70 46 46 0 0
张三13 40 97 0 0 0
张三598 37 77 52 0 0
张三676 43 98 97 0 0
张三831 41 38 13 0 0
张三88 13 28 14 0 0
张三337 36 44 19 0 0
张三354 30 15 59 0 0
张三903 53 1 72 0 0
张三928 48 55 63 0 0
张三702 81 48 88 0 0
张三884 61 97 89 0 0
张三861 30 84 9 0 0
张三370 12 64 46 0 0
张三414 69 71 28 0 0
张三672 59 88 66 0 0
张三140 41 15 24 0 0
张三541 13 97 35 0 0
张三103 33 69 100 0 0
张三693 38 97 86 0 0
张三904 30 7 64 0 0
张三642 54 12 4 0 0
张三948 86 69 76 0 0
张三281 86 6 90 0 0
张三253 95 64 66 0 0
张三861 61 67 80 0 0
张三580 40 97 100 0 0
张三292 33 38 33 0 0
张三937 58 44 35 0 0
张三911 2 61 33 0 0
张三725 40 94 7 0 0
张三144 44 0 37 0 0
张三70 72 35 26 0 0
张三703 70 14 3 0 0
张三119 61 57 79 0 0
张三243 93 86 72 0 0
张三349 23 84 74 0 0
张三640 56 0 63 0 0
张三158 21 70 57 0 0
张三279 61 66 31 0 0
张三280 71 27 11 0 0
张三48 91 1 100 0 0
张三816 65 53 87 0 0
张三909 22 25 35 0 0
张三902 79 88 49 0 0
张三235 78 39 63 0 0
张三311 56 9 33 0 0
张三313 46 89 22 0 0
张三519 90 70 40 0 0
张三668 86 20 11 0 0
张三23 45 93 17 0 0
张三132 87 100 75 0 0
张三938 91 17 100 0 0
张三796 46 45 26 0 0
张三173 42 56 23 0 0
张三286 99 85 25 0 0
张三705 16 74 16 0 0
张三988 97 50 29 0 0
张三749 66 42 35 0 0
张三167 28 67 5 0 0
张三849 45 1 13 0 0
张三107 36 3 69 0 0
张三187 3 44 31 0 0
张三713 42 74 76 0 0
张三628 38 4 10 0 0
张三209 30 31 4 0 0
张三309 33 5 18 0 0
张三861 18 83 85 0 0
张三782 67 14 24 0 0
张三876 19 7 63 0 0
张三16 73 98 28 0 0
张三882 86 72 23 0 0
张三785 83 76 78 0 0
张三672 81 66 94 0 0
张三226 85 29 33 0 0
张三87 24 4 4 0 0
张三605 76 93 43 0 0
张三233 96 75 91 0 0
张三577 99 42 43 0 0
张三417 6 12 36 0 0
张三467 78 78 96 0 0
张三480 67 43 22 0 0
张三376 8 31 21 0 0
张三417 8 25 19 0 0
张三118 56 66 4 0 0
张三470 43 81 22 0 0
张三307 73 51 67 0 0
张三78 58 89 41 0 0
张三97 41 21 29 0 0
张三365 96 92 85 0 0
张三389 92 53 28 0 0
张三63 53 32 94 0 0
张三513 60 18 51 0 0
张三37 99 24 25 0 0
张三692 92 4 85 0 0
张三817 10 25 84 0 0
张三816 92 10 18 0 0
张三803 59 53 51 0 0
张三302 84 40 46 0 0
张三48 0 86 74 0 0
张三88 32 74 26 0 0
张三782 59 17 89 0 0
张三42 33 90 34 0 0
张三89 1 72 11 0 0
张三320 87 43 97 0 0
张三388 43 88 19 0 0
张三452 95 47 81 0 0
张三643 34 29 90 0 0
张三208 59 9 8 0 0
张三446 12 97 83 0 0
张三512 67 10 93 0 0
张三401 28 23 91 0 0
张三946 85 30 22 0 0
张三445 73 93 77 0 0
张三631 10 64 52 0 0
张三44 67 20 74 0 0
张三519 45 85 57 0 0
张三407 88 61 34 0 0
张三379 84 32 77 0 0
张三122 53 63 37 0 0
张三11 36 46 52 0 0
张三900 78 62 94 0 0
张三482 40 73 11 0 0
张三308 68 88 16 0 0
张三406 12 5 93 0 0
张三669 35 39 37 0 0
张三566 50 47 84 0 0
张三537 39 35 78 0 0
张三399 91 0 21 0 0
张三400 81 53 39 0 0
张三152 81 24 90 0 0
张三524 8 12 32 0 0
张三709 24 9 99 0 0
张三111 30 73 74 0 0
张三415 95 67 44 0 0
张三154 9 38 42 0 0
张三395 38 37 65 0 0
张三677 13 96 28 0 0
张三185 15 45 63 0 0
张三256 35 39 63 0 0
张三681 37 75 45 0 0
张三977 98 33 81 0 0
张三713 8 38 5 0 0
张三257 31 41 65 0 0
张三775 72 53 53 0 0
张三172 61 13 85 0 0
张三680 28 63 53 0 0
张三212 64 0 98 0 0
张三203 77 57 43 0 0
张三617 72 58 17 0 0
张三968 81 85 43 0 0
张三713 25 33 29 0 0
张三139 73 51 57 0 0
张三896 22 74 32 0 0
张三682 52 62 44 0 0
张三182 4 84 27 0 0
张三244 35 49 20 0 0
张三486 67 16 78 0 0
张三928 54 72 89 0 0
张三31 1 93 24 0 0
张三504 25 8 35 0 0
张三554 5 69 17 0 0
张三838 34 65 32 0 0
张三217 6 5 11 0 0
张三576 97 64 22 0 0
张三381 86 97 19 0 0
张三361 3 2 92 0 0
张三662 17 77 30 0 0
张三135 53 79 53 0 0
张三912 41 11 46 0 0
张三293 30 31 92 0 0
张三59 31 20 81 0 0
张三730 91 49 40 0 0
张三940 47 17 15 0 0
张三76 48 30 100 0 0
张三557 64 48 33 0 0
张三636 84 11 16 0 0
张三413 22 62 56 0 0
张三839 27 93 71 0 0
张三822 49 57 59 0 0
张三215 64 17 62 0 0
张三378 36 69 38 0 0
张三199 75 99 70 0 0
张三976 71 12 57 0 0
张三283 33 100 37 0 0
张三46 72 82 2 0 0
张三316 82 1 16 0 0
张三921 63 71 11 0 0
张三975 80 10 49 0 0
张三488 87 78 59 0 0
张三698 3 13 98 0 0
张三536 48 96 29 0 0
张三616 21 55 27 0 0
张三465 33 5 84 0 0
张三263 93 11 12 0 0
张三256 50 26 20 0 0
张三102 48 85 37 0 0
张三878 80 89 85 0 0
张三155 60 30 77 0 0
张三526 38 31 60 0 0
张三272 6 3 3 0 0
张三357 86 45 76 0 0
张三813 92 84 59 0 0
张三640 42 8 83 0 0
张三798 70 17 65 0 0
张三469 78 85 5 0 0
张三792 88 72 83 0 0
张三455 5 85 62 0 0
张三71 52 8 37 0 0
张三61 85 14 3 0 0
张三845 66 14 59 0 0
张三482 13 50 30 0 0
张三589 14 46 22 0 0
张三233 72 22 79 0 0
张三747 79 71 80 0 0
张三862 44 97 78 0 0
张三357 10 21 10 0 0
张三434 28 79 33 0 0
张三384 0 89 45 0 0
张三714 9 92 85 0 0
张三783 21 26 32 0 0
张三191 63 98 32 0 0
张三593 27 34 53 0 0
张三369 11 52 46 0 0
张三583 37 48 7 0 0
张三969 47 32 89 0 0
张三250 45 58 20 0 0
张三975 91 61 24 0 0
张三187 23 16 45 0 0
张三654 66 28 98 0 0
张三120 13 35 69 0 0
张三989 90 76 88 0 0
张三148 30 55 32 0 0
张三168 20 100 94 0 0
张三956 11 47 34 0 0
张三41 6 85 88 0 0
张三61 96 93 75 0 0
张三714 34 75 57 0 0
张三354 8 32 55 0 0
张三681 68 52 14 0 0
张三481 88 84 42 0 0
张三152 16 60 38 0 0
张三859 90 82 72 0 0
张三504 89 14 95 0 0
张三341 34 78 42 0 0
张三993 18 74 33 0 0
张三831 6 6 10 0 0
张三154 54 66 67 0 0
张三383 1 4 14 0 0
张三537 59 99 76 0 0
张三559 91 42 78 0 0
张三705 79 90 96 0 0
张三89 54 6 54 0 0
张三630 40 3 86 0 0
张三127 82 31 37 0 0
张三925 6 81 73 0 0
张三612 66 86 39 0 0
张三549 19 84 31 0 0
张三547 21 42 1 0 0
张三913 70 16 45 0 0
张三215 12 5 7 0 0
张三527 95 72 45 0 0
张三626 68 64 100 0 0
张三622 97 22 37 0 0
张三717 15 94 26 0 0
张三391 27 66 54 0 0
张三107 71 36 67 0 0
张三756 81 76 100 0 0
张三433 63 10 13 0 0
张三843 84 29 67 0 0
张三548 67 59 6 0 0
张三545 92 8 49 0 0
张三129 89 15 51 0 0
张三861 17 4 76 0 0
张三465 34 41 69 0 0
张三903 54 55 41 0 0
张三474 26 96 50 0 0
张三735 66 5 10 0 0
张三223 76 14 16 0 0
张三463 64 87 22 0 0
张三496 16 2 13 0 0
张三224 92 18 10 0 0
张三185 54 98 92 0 0
张三991 76 4 27 0 0
张三548 96 37 38 0 0
张三353 33 79 46 0 0
张三613 51 32 75 0 0
张三678 25 7 51 0 0
张三270 32 51 29 0 0
张三326 8 63 65 0 0
张三823 91 48 55 0 0
张三811 24 21 64 0 0
张三59 55 97 45 0 0
张三82 17 56 81 0 0
张三92 81 16 72 0 0
张三327 89 15 1 0 0
张三543 12 92 48 0 0
张三965 4 29 87 0 0
张三823 14 34 87 0 0
张三735 41 58 1 0 0
张三561 35 32 6 0 0
张三36 17 94 18 0 0
张三463 98 84 19 0 0
张三936 48 75 17 0 0
张三138 35 17 85 0 0
张三506 29 70 29 0 0
张三669 27 34 14 0 0
张三397 28 48 64 0 0
张三975 88 33 86 0 0
张三801 51 30 32 0 0
张三238 6 10 68 0 0
张三229 94 8 60 0 0
张三939 72 31 90 0 0
张三753 13 54 42 0 0
张三282 4 12 91 0 0
张三624 71 71 92 0 0
张三50 82 82 42 0 0
张三427 35 55 79 0 0
张三162 45 95 32 0 0
张三183 43 69 69 0 0
张三484 98 15 35 0 0
张三64 59 35 91 0 0
张三672 61 99 33 0 0
张三617 83 27 16 0 0
张三71 32 36 39 0 0
张三671 86 93 20 0 0
张三983 59 49 50 0 0
张三332 100 34 45 0 0
张三800 30 31 31 0 0
张三721 58 61 99 0 0
张三834 52 94 99 0 0
张三383 79 53 62 0 0
张三828 49 43 68 0 0
张三495 52 16 83 0 0
张三481 12 17 70 0 0
张三322 39 29 65 0 0
张三490 91 45 62 0 0
张三548 26 94 13 0 0
张三901 86 96 76 0 0
张三411 75 45 68 0 0
张三819 13 73 98 0 0
张三802 63 88 33 0 0
张三742 21 18 55 0 0
张三722 20 64 16 0 0
张三66 93 68 53 0 0
张三777 76 61 1 0 0
张三541 71 58 10 0 0
张三610 3 22 33 0 0
张三721 73 75 58 0 0
张三434 10 23 89 0 0
张三680 2 8 15 0 0
张三72 14 10 56 0 0
张三544 55 38 60 0 0
张三169 4 34 62 0 0
张三609 82 65 44 0 0
张三481 67 6 97 0 0
张三95 76 70 33 0 0
张三413 49 74 42 0 0
张三813 64 75 69 0 0
张三196 72 94 0 0 0
张三273 36 11 81 0 0
张三382 7 28 70 0 0
张三42 57 35 90 0 0
张三556 6 29 29 0 0
张三353 11 57 94 0 0
张三436 27 49 20 0 0
张三286 2 53 22 0 0
张三752 99 9 34 0 0
张三28 3 87 96 0 0
张三586 22 28 46 0 0
张三12 14 55 25 0 0
张三73 99 66 62 0 0
张三964 92 48 47 0 0
张三616 39 47 60 0 0
张三148 43 67 80 0 0
张三40 73 74 45 0 0
张三343 14 53 33 0 0
张三336 94 38 47 0 0
张三326 98 29 13 0 0
张三908 81 89 31 0 0
张三923 49 28 13 0 0
张三476 0 21 16 0 0
张三875 90 96 75 0 0
张三58 76 89 90 0 0
张三97 30 66 56 0 0
张三687 62 58 82 0 0
张三73 41 59 48 0 0
张三758 92 54 57 0 0
张三456 60 44 27 0 0
张三193 57 70 90 0 0
张三144 8 65 29 0 0
张三808 50 40 71 0 0
张三357 57 39 78 0 0
张三559 84 86 58 0 0
张三522 70 50 25 0 0
张三567 51 4 34 0 0
张三989 100 8 67 0 0
张三91 8 48 82 0 0
张三857 34 66 35 0 0
张三851 89 12 60 0 0
张三457 5 71 0 0 0
张三365 67 43 42 0 0
张三278 11 35 37 0 0
张三213 50 4 63 0 0
张三354 10 43 1 0 0
张三384 64 3 77 0 0
张三417 0 91 64 0 0
张三110 39 39 24 0 0
张三343 79 91 83 0 0
张三868 39 23 60 0 0
张三674 45 37 92 0 0
张三433 79 98 95 0 0
张三251 9 29 71 0 0
张三167 18 45 43 0 0
张三251 100 7 0 0 0
张三931 42 69 90 0 0
张三152 86 34 21 0 0
张三306 39 71 7 0 0
张三425 70 40 61 0 0
张三6 66 86 4 0 0
张三966 7 4 86 0 0
张三662 58 29 67 0 0
张三586 59 44 96 0 0
张三385 88 58 29 0 0
张三55 78 38 73 0 0
张三760 31 80 97 0 0
张三524 94 96 50 0 0
张三182 61 39 90 0 0
张三327 63 61 57 0 0
张三711 85 70 2 0 0
张三472 51 9 55 0 0
张三825 3 98 74 0 0
张三341 11 63 88 0 0
张三768 46 22 20 0 0
张三397 61 53 92 0 0
张三369 21 26 97 0 0
张三918 53 91 43 0 0
张三517 76 83 57 0 0
张三56 23 32 45 0 0
张三689 61 50 46 0 0
张三754 38 45 79 0 0
张三196 49 96 49 0 0
张三295 88 13 67 0 0
张三53 40 73 65 0 0
张三539 79 40 29 0 0
张三640 54 42 89 0 0
张三109 53 29 23 0 0
张三562 10 23 21 0 0
张三80 15 64 4 0 0
张三358 26 1 42 0 0
张三950 34 7 52 0 0
张三987 92 42 4 0 0
张三923 88 97 31 0 0
张三238 100 78 45 0 0
张三796 34 96 1 0 0
张三473 42 65 17 0 0
张三986 40 41 92 0 0
张三380 3 47 95 0 0
张三469 100 0 88 0 0
张三621 1 45 92 0 0
张三691 21 100 16 0 0
张三560 69 78 9 0 0
张三706 77 22 23 0 0
张三459 68 80 0 0 0
张三104 20 68 65 0 0
张三821 85 66 0 0 0
张三489 40 18 73 0 0
张三778 48 69 94 0 0
张三571 97 76 61 0 0
张三692 57 36 89 0 0
张三123 42 39 75 0 0
张三364 36 77 25 0 0
张三369 54 45 18 0 0
张三539 23 75 50 0 0
张三572 13 7 90 0 0
张三589 79 35 16 0 0
张三853 100 97 22 0 0
张三545 70 12 9 0 0
张三548 99 75 18 0 0
张三899 58 37 96 0 0
张三608 47 64 0 0 0
张三814 4 47 44 0 0
张三854 43 7 44 0 0
张三670 62 84 81 0 0
张三107 12 69 45 0 0
张三106 28 19 55 0 0
张三480 3 57 47 0 0
张三947 75 11 46 0 0
张三373 48 97 31 0 0
张三708 67 14 36 0 0
张三951 20 60 39 0 0
张三558 56 79 17 0 0
张三141 68 38 84 0 0
张三922 99 35 16 0 0
张三434 9 23 72 0 0
张三116 37 35 59 0 0
张三30 14 24 39 0 0
张三692 42 90 0 0 0
张三98 16 35 68 0 0
张三387 6 40 93 0 0
张三213 17 31 56 0 0
张三851 44 47 75 0 0
张三221 92 65 25 0 0
张三548 17 76 98 0 0
张三96 94 83 24 0 0
张三507 20 21 23 0 0
张三559 27 87 39 0 0
张三818 72 1 55 0 0
张三496 36 11 18 0 0
张三49 2 10 1 0 0
张三467 11 92 100 0 0
张三972 43 4 66 0 0
张三827 43 33 52 0 0
张三286 39 69 21 0 0
张三269 47 28 14 0 0
张三226 64 93 12 0 0
张三788 45 65 72 0 0
张三218 93 37 94 0 0
张三390 92 24 98 0 0
张三11 55 85 98 0 0
张三53 63 64 63 0 0
张三924 1 0 85 0 0
张三736 56 41 86 0 0
张三122 24 44 26 0 0
张三471 65 12 84 0 0
张三97 36 10 25 0 0
张三827 26 11 23 0 0
张三740 96 100 65 0 0
张三264 60 12 13 0 0
张三690 15 25 41 0 0
张三191 43 3 69 0 0
张三842 20 23 39 0 0
张三730 87 42 39 0 0
张三204 19 24 29 0 0
张三503 9 72 83 0 0
张三485 13 90 15 0 0
张三951 36 9 40 0 0
张三99 63 36 53 0 0
张三986 49 39 22 0 0
张三471 69 89 18 0 0
张三7 75 72 22 0 0
张三832 65 42 99 0 0
张三560 95 57 23 0 0
张三887 2 26 32 0 0
张三188 100 55 48 0 0
张三32 83 93 30 0 0
张三246 33 1 94 0 0
张三28 79 74 36 0 0
张三718 91 33 15 0 0
张三291 36 93 20 0 0
张三328 73 48 86 0 0
张三200 57 6 23 0 0
张三473 2 15 28 0 0
张三100 96 15 74 0 0
张三764 71 78 89 0 0
张三895 27 92 61 0 0
张三214 45 85 24 0 0
张三399 68 75 27 0 0
张三353 81 68 93 0 0
张三852 60 69 26 0 0
张三813 7 47 91 0 0
张三265 39 21 45 0 0
张三156 69 13 72 0 0
张三496 54 70 86 0 0
张三992 71 41 31 0 0
张三228 17 4 82 0 0
张三669 34 25 50 0 0
张三250 91 43 52 0 0
张三60 67 42 32 0 0
张三708 33 62 54 0 0
张三254 11 71 79 0 0
张三232 85 7 78 0 0
张三158 22 39 73 0 0
张三96 42 69 74 0 0
张三321 78 81 88 0 0
张三831 57 16 38 0 0
张三501 45 2 29 0 0
张三946 76 11 82 0 0
张三762 30 5 67 0 0
张三657 80 54 45 0 0
张三136 3 20 38 0 0
张三810 6 24 57 0 0
张三143 75 36 10 0 0
张三375 61 29 42 0 0
张三691 47 36 44 0 0
张三199 53 59 18 0 0
张三149 93 72 88 0 0
张三913 0 19 43 0 0
张三635 15 42 0 0 0
张三162 4 3 1 0 0
张三781 6 55 86 0 0
张三554 78 96 47 0 0
张三542 90 84 70 0 0
张三11 83 39 33 0 0
张三806 27 51 75 0 0
张三406 13 6 94 0 0
张三856 34 13 64 0 0
张三665 18 54 73 0 0
张三966 7 0 47 0 0
张三743 66 45 0 0 0
张三662 83 61 92 0 0
张三119 79 81 63 0 0
张三437 65 6 73 0 0
张三740 4 66 34 0 0
张三958 7 51 43 0 0
张三555 95 3 37 0 0
张三40 21 3 32 0 0
张三70 5 96 73 0 0
张三937 42 35 80 0 0
张三567 45 84 36 0 0
张三714 5 59 75 0 0
张三897 34 82 92 0 0
张三765 82 72 65 0 0
张三27 46 51 91 0 0
张三731 79 54 37 0 0
张三728 52 45 46 0 0
张三372 33 23 99 0 0
张三75 87 20 6 0 0
张三176 16 97 100 0 0
张三667 2 72 81 0 0
张三735 52 98 93 0 0
张三734 80 73 15 0 0
张三174 11 17 0 0 0
张三526 25 96 26 0 0
张三177 25 11 48 0 0
张三662 54 58 29 0 0
张三376 46 98 84 0 0
张三331 50 29 29 0 0
张三163 37 93 79 0 0
张三525 56 67 59 0 0
张三191 74 76 10 0 0
张三696 17 92 73 0 0
张三102 86 4 30 0 0
张三507 6 15 45 0 0
张三281 73 90 0 0 0
张三586 79 72 23 0 0
张三651 80 20 45 0 0
张三441 57 13 38 0 0
张三808 7 97 38 0 0
张三949 27 95 68 0 0
张三27 89 0 34 0 0
张三74 3 34 3 0 0
张三925 70 27 8 0 0
张三733 0 27 83 0 0
张三816 72 36 80 0 0
张三959 99 67 70 0 0
张三37 18 20 99 0 0
张三781 19 78 95 0 0
张三795 55 87 53 0 0
张三476 23 81 2 0 0
张三303 0 92 22 0 0
张三102 3 41 62 0 0
张三251 1 89 64 0 0
张三482 55 64 25 0 0
张三897 83 79 26 0 0
张三27 10 41 55 0 0
张三304 13 60 21 0 0
张三92 98 74 57 0 0
张三523 40 25 3 0 0
张三736 58 7 67 0 0
张三740 35 63 28 0 0
张三84 9 65 8 0 0
张三686 81 38 92 0 0
张三670 75 60 2 0 0
张三839 90 79 83 0 0
张三439 84 31 89 0 0
张三208 13 85 86 0 0
张三319 29 26 11 0 0
张三718 10 34 23 0 0
张三505 38 18 65 0 0
张三510 52 64 28 0 0
张三891 84 56 1 0 0
张三663 14 35 73 0 0
张三290 52 53 46 0 0
张三139 69 17 17 0 0
张三359 32 85 86 0 0
张三982 64 58 27 0 0
张三390 9 46 8 0 0
张三54 78 12 92 0 0
张三382 62 85 16 0 0
张三848 69 49 41 0 0
张三39 99 13 46 0 0
张三161 71 67 32 0 0
张三617 98 67 55 0 0
张三655 84 77 67 0 0
张三787 11 61 74 0 0
张三608 84 46 44 0 0
张三896 72 65 22 0 0
张三371 41 96 83 0 0
张三319 95 95 41 0 0
张三329 15 1 48 0 0
张三790 73 83 88 0 0
张三399 81 59 74 0 0
张三885 10 100 3 0 0
张三343 75 80 61 0 0
张三53 25 15 40 0 0
张三442 14 49 7 0 0
张三875 44 32 9 0 0
张三308 82 72 83 0 0
张三439 43 29 98 0 0
张三871 90 55 58 0 0
张三11 21 91 43 0 0
张三830 94 40 65 0 0
张三400 15 27 97 0 0
张三96 84 60 27 0 0
张三678 76 95 77 0 0
张三22 93 82 0 0 0
张三169 75 67 20 0 0
张三443 98 86 11 0 0
张三872 18 42 82 0 0
张三821 95 64 82 0 0
张三712 80 61 11 0 0
张三30 88 46 71 0 0
张三293 64 81 54 0 0
张三555 13 0 86 0 0
张三65 94 33 14 0 0
张三156 88 51 35 0 0
张三49 59 51 96 0 0
张三268 56 8 25 0 0
张三550 79 61 10 0 0
张三684 75 22 21 0 0
张三502 64 48 7 0 0
张三297 69 89 33 0 0
张三366 76 68 81 0 0
张三938 21 66 88 0 0
张三737 37 49 38 0 0
张三601 10 100 4 0 0
张三65 10 4 58 0 0
张三589 92 46 85 0 0
张三164 78 65 50 0 0
张三348 87 51 73 0 0
张三400 76 78 11 0 0
张三63 32 21 64 0 0
张三742 64 58 38 0 0
张三252 0 91 55 0 0
张三57 45 71 19 0 0
张三941 94 86 72 0 0
张三340 51 81 59 0 0
张三165 69 15 14 0 0
张三764 67 11 68 0 0
张三864 55 66 99 0 0
张三723 69 83 29 0 0
张三427 59 63 1 0 0
张三277 81 32 48 0 0
张三448 82 25 20 0 0
张三661 80 35 18 0 0
张三461 84 41 14 0 0
张三752 18 73 74 0 0
张三694 75 23 90 0 0
张三683 29 25 11 0 0
张三132 18 33 34 0 0
张三985 29 80 96 0 0
张三412 68 83 27 0 0
张三940 58 76 84 0 0
张三353 84 41 77 0 0
张三40 90 48 41 0 0
张三139 2 18 52 0 0
张三716 20 20 23 0 0
张三448 39 1 22 0 0
张三753 29 60 46 0 0
张三68 60 59 18 0 0
张三48 42 13 78 0 0
张三767 51 42 68 0 0
张三613 53 66 18 0 0
张三478 71 44 93 0 0
张三996 99 99 50 0 0
张三56 67 14 45 0 0
张三524 75 54 82 0 0
张三168 76 10 33 0 0
张三25 37 100 8 0 0
张三81 66 59 68 0 0
张三947 41 78 65 0 0
张三396 68 47 13 0 0
张三25 1 79 55 0 0
张三8 14 57 47 0 0
张三916 79 62 65 0 0
张三822 83 48 43 0 0
张三455 18 21 6 0 0
